% Model:              Periodic.mph
% Version:            COMSOL 5.3.1.275
% Date:               Jul 27 2021, 18:58
% Dimension:          1
% Nodes:              24039
% Expressions:        1
% Description:        Line graph
% X                       Height
-2.5E-4                   300.0000266919672
-2.499591666666667E-4     300.00065778476124
-2.499183333333334E-4     300.0012888775552
-2.498775000000001E-4     300.0019199703492
-2.4983667667333507E-4    300.0025315691084
-2.4979585334667E-4       300.0031431678675
-2.49755030020005E-4      300.0037547666267
-2.4971421670000836E-4    300.0043574947448
-2.4967340338001175E-4    300.0049602228629
-2.496325900600151E-4     300.005562950981
-2.495917867466867E-4     300.0061356817778
-2.4955098343335837E-4    300.00670841257454
-2.4951018012003E-4       300.0072811433713
-2.4946938681337E-4       300.0077926570452
-2.4942859350671E-4       300.008304170719
-2.4938780020004994E-4    300.0088156843928
-2.4934701690005836E-4    300.0092569313062
-2.4930623360006673E-4    300.0096981782196
-2.492654503000751E-4     300.010139425133
-2.4922467700675175E-4    300.0105119336911
-2.491839037134284E-4     300.0108844422491
-2.491431304201051E-4     300.0112569508072
-2.491023671334501E-4     300.01156260142136
-2.49061603846795E-4      300.01186825203547
-2.4902084056014E-4       300.0121739026496
-2.4898008728015337E-4    300.0124115774029
-2.4893933400016666E-4    300.0126492521561
-2.4889858072018E-4       300.01288692690935
-2.488578374468617E-4     300.01306786411993
-2.488170941735433E-4     300.0132488013305
-2.48776350900225E-4      300.0134297385411
-2.4873561763357496E-4    300.0135949368437
-2.4869488436692495E-4    300.01376013514624
-2.48654151100275E-4      300.0139253334488
-2.4861342784029337E-4    300.0141230568523
-2.4857270458031165E-4    300.01432078025584
-2.4853198132033E-4       300.01451850365936
-2.4849126806701665E-4    300.0147754575156
-2.4845055481370333E-4    300.0150324113718
-2.4840984156039E-4       300.01528936522806
-2.48369138313745E-4      300.01561190503753
-2.483284350671E-4        300.01593444484695
-2.48287731820455E-4      300.01625698465637
-2.482470385804784E-4     300.0166569305603
-2.482063453405017E-4     300.0170568764642
-2.48165652100525E-4      300.01745682236816
-2.4812496886721666E-4    300.01796287000775
-2.480842856339083E-4     300.01846891764734
-2.480436024006E-4        300.01897496528693
-2.4800292917396004E-4    300.01960015761176
-2.479622559473201E-4     300.02022534993654
-2.4792158272068015E-4    300.02085054226137
-2.478809195007085E-4     300.0215625337397
-2.478402562807368E-4     300.022274525218
-2.4779959306076515E-4    300.02298651669634
-2.4775893984746184E-4    300.0237102147031
-2.4771828663415854E-4    300.0244339127099
-2.4767763342085523E-4    300.0251576107167
-2.476369902142202E-4     300.0258119748971
-2.4759634700758526E-4    300.0264663390775
-2.4755570380095024E-4    300.0271207032579
-2.475150706009836E-4     300.0276627662626
-2.474744374010169E-4     300.0282048292673
-2.474338042010503E-4     300.02874689227195
-2.4739318100775197E-4    300.0291809752751
-2.4735255781445364E-4    300.0296150582783
-2.473119346211553E-4     300.03004914128144
-2.472713214345253E-4     300.03039555430837
-2.472307082478953E-4     300.0307419673353
-2.4719009506126533E-4    300.03108838036223
-2.4714949188130376E-4    300.03135469725555
-2.47108888701342E-4      300.0316210141488
-2.4706828552138033E-4    300.0318873310421
-2.4702769234808704E-4    300.0320851247483
-2.469870991747937E-4     300.03228291845437
-2.4694650600150036E-4    300.0324807121605
-2.469059228348754E-4     300.03265461475956
-2.468653396682504E-4     300.0328285173586
-2.4682475650162543E-4    300.03300241995765
-2.467841833416688E-4     300.0332080684869
-2.467436101817121E-4     300.03341371701606
-2.467030370217554E-4     300.03361936554523
-2.4666247386846707E-4    300.03388324917177
-2.4662191071517876E-4    300.03414713279824
-2.465813475618904E-4     300.03441101642477
-2.4654079441527044E-4    300.0347320234532
-2.465002412686505E-4     300.0350530304816
-2.4645968812203053E-4    300.03537403751
-2.464191449820789E-4     300.03576328090037
-2.4637860184212725E-4    300.0361525242907
-2.4633805870217563E-4    300.03654176768106
-2.4629752556889226E-4    300.03703403354405
-2.462569924356089E-4     300.037526299407
-2.4621645930232556E-4    300.0380185652699
-2.461759361757106E-4     300.03863394103104
-2.4613541304909555E-4    300.03924931679217
-2.460948899224806E-4     300.0398646925533
-2.460543768025339E-4     300.0405740769725
-2.4601386368258726E-4    300.0412834613917
-2.459733505626406E-4     300.0419928458109
-2.4593284744936223E-4    300.0427191365441
-2.4589234433608395E-4    300.0434454272773
-2.458518412228056E-4     300.04417171801043
-2.4581134811619556E-4    300.0448332733823
-2.457708550095855E-4     300.0454948287543
-2.4573036190297557E-4    300.04615638412616
-2.4568987880303403E-4    300.0467053665735
-2.4564939570309244E-4    300.0472543490208
-2.4560891260315084E-4    300.0478033314682
-2.4556843950987743E-4    300.0482256188389
-2.455279664166041E-4     300.0486479062096
-2.4548749332333077E-4    300.04907019358035
-2.454470302367258E-4     300.0493781398102
-2.454065671501208E-4     300.04968608604
-2.4536610406351584E-4    300.04999403226986
-2.453256509835792E-4     300.0502240223968
-2.4528519790364246E-4    300.0504540125237
-2.452447448237058E-4     300.0506840026506
-2.452043017504375E-4     300.05088171645525
-2.4516385867716915E-4    300.0510794302599
-2.451234156039009E-4     300.05127714406456
-2.4508298253730085E-4    300.0514821912444
-2.450425494707009E-4     300.05168723842434
-2.4500211640410095E-4    300.0518922856042
-2.449616933441693E-4     300.0521337516113
-2.4492127028423764E-4    300.0523752176183
-2.44880847224306E-4      300.0526166836254
-2.448404341710427E-4     300.05291540223993
-2.448000211177794E-4     300.05321412085453
-2.447596080645161E-4     300.0535128394691
-2.447192050179211E-4     300.0538860269233
-2.446788019713261E-4     300.05425921437745
-2.446383989247311E-4     300.0546324018316
-2.4459800588480453E-4    300.0550886729149
-2.4455761284487783E-4    300.05554494399814
-2.4451721980495124E-4    300.0560012150814
-2.4447683677169293E-4    300.05653267599615
-2.4443645373843463E-4    300.05706413691087
-2.443960707051763E-4     300.05759559782564
