3.239740820734331E-8 333.3105802047782
0.12587412587412583E-6 327.624309392265204
-0.1888111888111892E-6 317.67955801104972
0.31468531468531413E-6 313.922651933701658
0.5034965034965033E-6 306.850828729281773
0.6083916083916074E-6 304.198895027624303
0.9020979020979016E-6 304.198895027624303
0.965034965034965E-6 303.53591160220995
1.2587412587412583E-6 302.8729281767955825
1.3006993006993E-6 303.97790055248619
1.5524475524475525E-6 304.640883977900572
1.615384615384615E-6 303.3149171270718227
1.615384615384615E-6 303.3149171270718227
1.95104895104895E-6 303.53591160220995
2.244755244755244E-6 302.8729281767955825
2.5594405594405583E-6 302.8729281767955825
2.895104895104894E-6 302.2099447513812294
2.895104895104894E-6 303.3149171270718227
-0.20979020979021E-6 302.8729281767955825
-0.2937062937062942E-6 303.53591160220995
-0.44055944055944085E-6 302.2099447513812294
-0.6083916083916088E-6 303.0939226519337097
-0.7762237762237763E-6 302.2099447513812294
-0.9860139860139863E-6 302.8729281767955825
-1.3006993006993008E-6 302.6519337016574696
-1.4265734265734267E-6 302.8729281767955825
-1.7202797202797204E-6 303.0939226519337097
-1.93006993006993E-6 301.9889502762431022
-2.097902097902098E-6 303.0939226519337097
-2.4125874125874125E-6 302.6519337016574696
-2.727272727272727E-6 302.6519337016574696
-2.916083916083916E-6 301.9889502762431022
