// Model:              Estacionari.mph
// Version:            COMSOL 5.3.1.275
// Date:               Jul 27 2021, 10:45
// Dimension:          1
// Nodes:              24045
// Expressions:        1
// Description:        Line graph
// X                       Height
-2.5E-4                   300.000001660388
-2.499591830065359E-4     300.00024136076826
-2.4991836601307175E-4    300.00048106114843
-2.4987754901960774E-4    300.0007207615286
-2.498367420288078E-4     300.000960175644
-2.497959350380078E-4     300.0011995897595
-2.4975512804720787E-4    300.0014390038749
-2.497143310590719E-4     300.00167887395594
-2.4967353407093603E-4    300.0019187440369
-2.4963273708280013E-4    300.00215861411795
-2.4959195009732836E-4    300.00239837612224
-2.495511631118564E-4     300.0026381381266
-2.495103761263846E-4     300.0028779001309
-2.4946959914357676E-4    300.0031174621614
-2.4942882216076893E-4    300.00335702419187
-2.493880451779611E-4     300.0035965862224
-2.493472781978174E-4     300.00383607348584
-2.493065112176736E-4     300.00407556074924
-2.492657442375299E-4     300.0043150480127
-2.492249872600502E-4     300.00455457553653
-2.491842302825705E-4     300.0047941030603
-2.491434733050909E-4     300.0050336305841
-2.491027263302753E-4     300.005273152734
-2.4906197935545976E-4    300.0055126748839
-2.490212323806442E-4     300.0057521970338
-2.4898049540849265E-4    300.00599158958295
-2.4893975843634107E-4    300.006230982132
-2.4889902146418955E-4    300.00647037468116
-2.488582944947021E-4     300.006709688692
-2.4881756752521457E-4    300.00694900270287
-2.487768405557271E-4     300.0071883167137
-2.4873612358890365E-4    300.007427582205
-2.4869540662208025E-4    300.00766684769627
-2.4865468965525685E-4    300.0079061131875
-2.486139826910975E-4     300.0081453009723
-2.485732757269381E-4     300.00838448875703
-2.485325687627788E-4     300.0086236765418
-2.484918718012835E-4     300.00886273963556
-2.484511748397883E-4     300.0091018027294
-2.4841047787829294E-4    300.00934086582316
-2.483697909194618E-4     300.0095799321778
-2.483291039606306E-4     300.0098189985324
-2.482884170017994E-4     300.010058064887
-2.4824774004563225E-4    300.01029713566646
-2.482070630894651E-4     300.01053620644586
-2.4816638613329794E-4    300.01077527722526
-2.4812571917979485E-4    300.0110143517356
-2.4808505222629175E-4    300.0112534262459
-2.480443852727887E-4     300.0114925007562
-2.480037283219497E-4     300.0117315630143
-2.479630713711106E-4     300.01197062527234
-2.479224144202716E-4     300.0122096875304
-2.4788176747209676E-4    300.0124486284961
-2.478411205239218E-4     300.0126875694617
-2.478004735757469E-4     300.0129265104274
-2.47759836630236E-4      300.0131653378086
-2.4771919968472506E-4    300.0134041651897
-2.476785627392142E-4     300.01364299257085
-2.476379357963674E-4     300.01388174362006
-2.475973088535205E-4     300.0141204946692
-2.475566819106737E-4     300.01435924571837
-2.4751606497049104E-4    300.0145979050526
-2.474754480303083E-4     300.0148365643868
-2.474348310901256E-4     300.01507522372106
-2.4739422415260686E-4    300.0153138186783
-2.473536172150881E-4     300.0155524136355
-2.473130102775694E-4     300.0157910085927
-2.4727241334271475E-4    300.01602966162585
-2.4723181640786014E-4    300.01626831465893
-2.4719121947300554E-4    300.01650696769207
-2.4715063254081494E-4    300.0167456725429
-2.4711004560862434E-4    300.0169843773938
-2.4706945867643374E-4    300.01722308224464
-2.4702888174690725E-4    300.01746162970113
-2.469883048173808E-4     300.01770017715756
-2.469477278878544E-4     300.01793872461405
-2.469071609609919E-4     300.0181770843401
-2.4686659403412944E-4    300.0184154440661
-2.46826027107267E-4      300.01865380379206
-2.467854701830686E-4     300.0188920655497
-2.467449132588702E-4     300.01913032730744
-2.467043563346718E-4     300.0193685890651
-2.466638094131376E-4     300.01960678209923
-2.466232624916033E-4     300.0198449751333
-2.46582715570069E-4      300.0200831681674
-2.4654217865119875E-4    300.02032145060093
-2.465016417323285E-4     300.0205597330344
-2.4646110481345827E-4    300.0207980154679
-2.4642057789725204E-4    300.02103642918405
-2.463800509810458E-4     300.02127484290014
-2.4633952406483963E-4    300.0215132566163
-2.462990071512976E-4     300.0217515552081
-2.4625849023775546E-4    300.0219898537999
-2.462179733242134E-4     300.0222281523917
-2.4617746641333535E-4    300.0224662480518
-2.461369595024573E-4     300.0227043437119
-2.4609645259157924E-4    300.022942439372
-2.4605595568336525E-4    300.02318039935705
-2.460154587751512E-4     300.02341835934203
-2.459749618669372E-4     300.0236563193271
-2.4593447496138734E-4    300.02389418239284
-2.458939880558374E-4     300.0241320454586
-2.4585350115028753E-4    300.02436990852436
-2.458130242474017E-4     300.02460783122075
-2.4577254734451585E-4    300.0248457539171
-2.4573207044163004E-4    300.0250836766134
-2.4569160354140823E-4    300.02532174970275
-2.4565113664118637E-4    300.02555982279205
-2.456106697409645E-4     300.0257978958814
-2.455702128434068E-4     300.026035889331
-2.455297559458491E-4     300.02627388278063
-2.4548929904829133E-4    300.02651187623024
-2.4544885215339765E-4    300.0267496550979
-2.4540840525850397E-4    300.0269874339655
-2.4536795836361034E-4    300.02722521283306
-2.4532752147138077E-4    300.0274628714241
-2.4528708457915115E-4    300.0277005300151
-2.4524664768692153E-4    300.0279381886062
-2.452062207973561E-4     300.02817580513374
-2.451657939077905E-4     300.02841342166124
-2.4512536701822506E-4    300.0286510381888
-2.4508495013132357E-4    300.02888862780225
-2.4504453324442207E-4    300.02912621741575
-2.450041163575206E-4     300.0293638070292
-2.4496370947328324E-4    300.02960135495607
-2.449233025890458E-4     300.02983890288294
-2.448828957048084E-4     300.0300764508098
-2.448424988232351E-4     300.03031390968226
-2.4480210194166173E-4    300.03055136855465
